answer,question
"ابحث عن صعوبة في التنفس، تورم، وطفح جلدي.
",كيف تتعرف على صدمة الحساسية
"قم بإعطاء حقنة الأدرينالين (إذا كانت متاحة) واتصل بخدمات الطوارئ.
",ماذا يجب أن تفعل في حالة صدمة الحساسية
"إنها رد فعل يهدد الحياة لعدوى شديدة.
",ما هي الصدمة الإنتانية
"تحتاج إلى رعاية طبية فورية، بما في ذلك المضادات الحيوية والسوائل.
",كيف تعالج الصدمة الإنتانية
"لا ترفع رأسه أو تعطه أي شيء للأكل أو الشرب.
",ماذا يجب أن لا تفعله لشخص في حالة صدمة
"اجعله يستلقي على ظهره وارفع ساقيه حوالي 12 بوصة.
",كيف اضع شخصًا في حالة صدمة
"يساعد الحفاظ على دفئه في منع فقدان حرارة الجسم بشكل أكبر.
",لماذا يجب إبقاء الشخص في حالة صدمة دافئًا
"نعم، يمكن أن تؤدي الحروق الشديدة إلى صدمة نقص حجم الدم بسبب فقدان السوائل.
",هل يمكن أن تسبب الحروق الصدمة
"لا يستطيع القلب ضخ الدم بفعالية، مما يؤدي إلى فشل الأعضاء.
",ماذا يحدث أثناء الصدمة القلبية
"نعم، مع العلاج الفوري، يمكن أن يتعافى الشخص من الصدمة.
",هل يمكن لشخص أن ينجو من الصدمة
"تحد الصدمة من إمدادات الأكسجين للأعضاء، مما يؤدي إلى تلفها أو فشلها.
",ما هو دور الأكسجين في الصدمة
"عالج الإصابات أو الأمراض بسرعة وفعالية لتجنب الصدمة.
",كيف يمكنك منع الصدمة
"نعم، يمكن أن تسبب الصدمات من الحوادث أو الإصابات الشديدة الصدمة.
",هل يمكن أن تسبب الصدمة نتيجة للصدمات
"غالبًا ما تؤدي الصدمة إلى انخفاض ضغط الدم بشكل خطير.
",لماذا يعتبر ضغط الدم مهمًا في الصدمة
"تحدث بسبب إصابة في الحبل الشوكي تعطل التحكم في تدفق الدم من قبل الجهاز العصبي.
",ما هي الصدمة العصبية
"ابحث عن جلد شاحب، نبض سريع، تعرق بارد، وارتباك.
",كيف تعرف إذا كان شخص ما يدخل في حالة صدمة
"نعم، يمكن أن يؤدي الجفاف الشديد إلى صدمة نقص حجم الدم.
",هل يمكن أن يسبب الجفاف الصدمة
"تساعد السوائل في استعادة حجم الدم وتحسين الدورة الدموية في حالات صدمة نقص حجم الدم.
",ما هو دور السوائل في علاج الصدمة
"تحركه فقط إذا لزم الأمر، مثل منع المزيد من الخطر.
",هل يجب عليك تحريك شخص في حالة صدمة
"إنه وضع الاستلقاء مع رفع الساقين لتحسين الدورة الدموية.
","ماذا يعني ""وضع الصدمة"""
"نعم، يساعد إبقاؤه دافئًا في منع فقدان حرارة الجسم بشكل أكبر.
",هل من المقبول استخدام بطانية لشخص في حالة صدمة
"تحد الصدمة من تدفق الأكسجين، مما يجعل التنفس سطحيًا أو سريعًا.
",لماذا تتأثر عملية التنفس أثناء الصدمة
"استخدم جهاز حقن الأدرينالين إذا كان لدى الشخص واحد.
",ما هو أول شيء يجب القيام به في حالة صدمة الحساسية
"يمكن أن يتسبب رد فعل الجسم في اتساع الأوعية الدموية، مما يؤدي إلى انخفاض ضغط الدم.
",كيف يمكن أن تؤدي ردود الفعل التحسسية الشديدة إلى الصدمة
"تصبح الأوعية الدموية مسربة، مما يسبب انخفاض ضغط الدم والدورة الدموية.
",ماذا يحدث للأوعية الدموية أثناء الصدمة الإنتانية
"نعم، يمكن أن يحدث الإغماء عندما ينخفض ضغط الدم.
",هل الإغماء علامة على الصدمة؟
"نعم، يمكن أن يؤدي نقص الأكسجين إلى تلف الدماغ.
",هل يمكن أن تؤثر الصدمة على الدماغ
"فشل الأعضاء، تلف الدماغ، أو الموت.
",ما هي الآثار طويلة المدى للصدمة غير المعالجة
"نعم، راقب نبضه، حيث يمكن أن تتسبب الصدمة في أن يصبح ضعيفًا.
",هل يجب عليك فحص نبض الشخص إذا كان في حالة صدمة
"يعني النبض الضعيف أن الدم لا يدور بشكل صحيح.
",ماذا يعني النبض الضعيف في حالة الصدمة
"ابدأ بالإنعاش القلبي الرئوي على الفور واستمر حتى وصول المساعدة.
",ماذا تفعل إذا توقف شخص في حالة صدمة عن التنفس
"الغرق يحدث عندما لا يستطيع الشخص التنفس لأنه تحت الماء.
",ما هو الغرق
"الاختناق، الكفاح الصامت، والغرق دون صوت.
",ما هي علامات الغرق
"اطلب المساعدة على الفور.
",ما هو أول شيء يجب القيام به إذا كان شخص ما يغرق
"فقط إذا كنت مدربًا. إذا لم تكن كذلك، ألقِ شيئًا يمكنهم الإمساك به.
",هل يجب عليك دخول الماء إذا كان شخص ما يغرق
"استخدم سترة نجاة أو حبل لسحب الشخص إلى الخارج.
",كيف يمكنك المساعدة من الشاطئ
تحقق مما إذا كانوا يتنفسون.,ماذا يجب أن تتحقق منه بعد إنقاذ شخص من الماء 
ابدأ بالإنعاش القلبي الرئوي على الفور,ماذا تفعل إذا كان الشخص لا يتنفس
"قدم نفسين إنقاذ، ثم 30 ضغطة صدر، وكرر.
",كيف تقوم بإجراء الإنعاش القلبي الرئوي على ضحية غرق
"نعم، لأن رئاتهم قد تكون مليئة بالماء.
",هل يجب دائمًا إعطاء أنفاس إنقاذ لضحايا الغرق
"توقف فقط عندما تصل المساعدة أو يبدأ الشخص في التنفس مرة أخرى.
",متى يجب عليك التوقف عن الإنعاش القلبي الرئوي
"حوالي 2 بوصة.
",كم يجب أن تكون عمق ضغطة الصدر
"100 إلى 120 ضغطة في الدقيقة.

",ما هي سرعة ضغطات الصدر
"الاتصال بسرعة بخدمات الطوارئ.
",ما هو أهم إجراء للغرق
"يمنع وصول الأكسجين إلى مجرى الدم.
",ماذا يحدث إذا دخل الماء إلى الرئتين
"نعم، حتى كمية صغيرة من الماء يمكن أن تسبب الغرق.
",هل يمكن أن يحدث الغرق في مياه ضحلة
"يحدث عندما يتسبب الماء في إغلاق مجرى الهواء بعد مغادرة الماء.
",ما هو الغرق الجاف
"يحدث بعد ساعات من استنشاق الماء، مما يسبب مشاكل في التنفس.
",ما هو الغرق الثانوي
"راقبهم دائمًا عن كثب بالقرب من الماء.
",كيف يمكن منع الغرق في الأطفال
"قم بتدوير رأسه إلى الجانب لتطهير مجرى الهواء واستمر في الإنعاش.

",ماذا يجب أن تفعل إذا تقيأ الشخص أثناء الإنعاش القلبي الرئوي
"قم بوضع الشخص على جانبه إذا كان يتنفس لكنه فاقد للوعي.
",ما هي وضعية الاسترداد
"لا، ولكن حافظ على دفء الشخص عن طريق تغطيته ببطانية.
",هل يجب عليك إزالة الملابس المبللة
"لا، تجنب إعطائهم أي شيء للشرب.
",هل يمكنك إعطاء الماء لضحايا الغرق الذين تم إنقاذهم
"ابقهم هادئين ودافئين حتى تصل المساعدة.
",ماذا تفعل إذا استعاد الشخص وعيه
